Xianhe_NOUN _VERB_,2500
XXIV_NOUN .,9252
XRD ,,2134
X (_.,88523
XV_NOUN ,_.,8468
Xiang_NOUN Tian_NOUN,1184
X B,1381
Xue Ning,2143
Xi'an ,_.,3213
Xi_NOUN nodded,1298
XP _NOUN_,3102
Xiong Hu_NOUN,3440
XVIIIe_NOUN _NOUN_,1768
XXXII_NOUN ._.,4957
XXV_X _._,1038
X_NOUN THE_NOUN,1985
Xa_NOUN _NOUN_,3722
Xue'er_NOUN _PRT_,1875
Xue _PRT_,16550
Xiao He,1835
Xuesong _VERB_,1079
Xin_NOUN _VERB_,86771
X. J._NOUN,1364
XXXI _._,8210
XY (_.,1507
Xiao_NOUN Gui,1213
Xiaofeng_NOUN 's_PRT,1942
XIII (_.,2801
Xing asked,3097
X_test_NOUN _._,1696
XX _NUM_,2333
X2 ),2004
XVI_NOUN ,,11650
XG_NOUN ,_.,1009
Xue had,3183
Xiaomei was,1120
XVIII_NOUN Table_NOUN,3204
Xiruo_NOUN ,,1124
XII_NOUN and_CONJ,1511
X_NOUN if,1715
X.H._NOUN _._,1263
Xiu_NOUN 's,11606
Xi _PRT_,26564
Xiao_NOUN was,14733
Xiao_NOUN Guan_NOUN,1400
Xiaoshu_NOUN _._,1112
XXII ,,3016
Xuan_NOUN Chen_NOUN,2536
Xie_NOUN and,2976
X_NOUN MRDS_NOUN,1327
X._NOUN In,2203
Xing_NOUN was,16782
X chromosome_NOUN,8043
Xiang et,1322
Xin_NOUN had_VERB,5970
Xers_NOUN _._,1126
XD_NOUN _._,2070
Xiang_NOUN Lan,1918
XII THE_NOUN,1510
XIII_NOUN _NOUN_,20244
Xiamen ,_.,1552
XI_NOUN :,2691
Xuan _ADV_,9233
Xin nodded_VERB,1393
Xiao_NOUN Chi_NOUN,8624
Xuan_NOUN _._,28388
Xt _._,2496
XXI Table,2627
Xue Ning_NOUN,2141
Xiao_NOUN Mi,1232
X_NOUN which_DET,1350
Xia Yue_NOUN,7346
XV_NOUN .,22991
X n_NOUN,4228
Xavier_NOUN _PRT_,7806
X |_PRT,1115
Xiyan_NOUN _._,2500
Xiao immediately,1076
XLIX_NOUN _._,2918
X_ADJ --_.,1479
X_NOUN 11,1047
X. _NOUN_,159034
Xiaoqing_NOUN _._,1747
Xiao_NOUN Liu,4276
XIII of_ADP,1055
XVII_NOUN :_.,1135
Xu_NOUN Qing,3834
Xlibris _NUM_,2445
X. ;,4548
XXIX ._.,6050
Xinjiang_NOUN and,1270
X1 ),1230
XVIII _NOUN_,14063
Xue'er_NOUN ,,2518
X 10,5215
XIXe_X siècle,1296
Xin_NOUN Yi_NOUN,1696
Xiaoxiao could,1335
Xiao_NOUN Fei,4367
X3 _._,2380
Xu Hui_NOUN,6403
X. H.,1195
XLV .,2181
Xiaoxiao_NOUN to_PRT,1425
Xin_NOUN and_CONJ,8166
X_NOUN 4,6272
XIX _NOUN_,13727
Xiaoyu_NOUN and_CONJ,1312
Xing_NOUN to_PRT,2912
Xiao_NOUN Li,6886
XS_NOUN _NOUN_,1273
Xinyue _VERB_,6912
Xiong .,1174
Xu Hui,6403
Xiaoting _VERB_,1814
Xianxian_NOUN _._,2538
Xiao Long_NOUN,1397
Xmas_NOUN _NOUN_,1664
XV_NOUN (,1939
X1 )_.,1230
XII :_.,2115
Xie and_CONJ,2976
Xunzi _PRT_,1122
X chromosomes_NOUN,2101
Xiaoxue ,_.,1605
XVIe _X_,1284
Xie_NOUN _._,30726
Xi_NOUN did_VERB,2992
XRD patterns_NOUN,3179
Xiaoyu ._.,1493
Xu_NOUN Zhiyuan,1623
X ,_.,239069
X. _ADP_,9743
Xiaosu_NOUN _PRT_,2047
X. :_.,12274
Xin_NOUN also,1031
Xiao_NOUN Qian_NOUN,3160
Xi_NOUN in_ADP,1139
X_test_NOUN ,_.,1002
XL _._,11312
XVII :_.,1243
XIXe_NOUN _NOUN_,1247
Xu Lin_NOUN,1397
Xi_NOUN in,1139
Xuan to,1972
Xu ,_.,76971
Xu ,,77023
Xing '_PRT,2963
X O_NOUN,1351
Xiu_NOUN looked_VERB,1231
XXXVI _._,5880
X. _X_,1281
X_NOUN i_PRON,20690
XX_NOUN .,14119
Xiaoxue_NOUN 's,1238
Xin who,1423
Xing Hai_NOUN,1440
XX .,14132
X +,8939
Xiu_NOUN _NOUN_,15202
Xue_NOUN had_VERB,3183
Xing _VERB_,114778
Xiaoxiao_NOUN ._.,4319
Xiaoyue _._,1659
Xiao_NOUN Mo,8931
Xiao Wu_NOUN,8261
Xiaoyu_NOUN _PRT_,4929
X. Wu,1845
XQ_NOUN _._,1326
Xiao_NOUN Hu_NOUN,1645
Xie_NOUN Min,2221
XII_NOUN CHAPTER,2085
X +_NOUN,6047
XD ,_.,1204
Xiao Gui_NOUN,1213
Xiao Xuan,3815
Xilinx_NOUN _NOUN_,1595
XVIe siècle,1230
X =_.,4818
Xiang_NOUN Fei_NOUN,3470
XX_NOUN _._,33197
Xiu and,4846
Xiao Ling_NOUN,27832
Xiao_VERB Ya,2442
Xing_NOUN quickly_ADV,1074
XXI_NOUN Table,2627
XRD_NOUN _VERB_,1217
X_NOUN >_NOUN,1007
Xu C_NOUN,1095
Xu_NOUN Chao_NOUN,1609
XIII ),2128
XXXI_NOUN Table_NOUN,1123
XO_NOUN _VERB_,1646
X._NOUN This,1456
X.H. ,,1011
X axis_NOUN,2866
Xiaofan ,_.,1131
Xuan_NOUN could_VERB,2128
X1973 _DET_,1777
Xenopus _VERB_,1466
Xiao_NOUN An_NOUN,2019
X would_VERB,1435
XY ,_.,3322
Xiaoyu 's,3842
Xiaofan_NOUN ,_.,1131
X_NOUN v_NOUN,1398
Xiao Ye,2965
Xinxin_NOUN _VERB_,2696
XI XII,1153
X T_NOUN,3627
X._NOUN Sun,1568
Xiao Tong_NOUN,11146
Xinyu_NOUN _._,1047
Xiao Wang,1883
Xerxes_NOUN ,_.,2471
Xie_NOUN Ying,3599
Xue_NOUN ',1740
Xinxin _VERB_,2696
Xiaoyi_NOUN _VERB_,3541
XLI ._.,2870
Xu_NOUN said,1869
Xu Mo,1043
Xerxes _PRT_,2995
Xiao -,2171
Xiao Qian_NOUN,3160
Xanax _._,2193
XV ,_.,8528
Xi said_VERB,4758
Xiaoxiao '_PRT,1215
X 5d_NUM,3130
XML_NOUN document_NOUN,1934
Xiaoxiao_NOUN did,1949
Xin_NOUN saw,1274
XII )_.,3134
Xiao_NOUN Hua_NOUN,2741
XY (,1508
XIV ),1978
Xun .,1589
XXXIX ._.,3139
Xia He_PRON,1093
XXXI ,,1368
Xiong ._.,1174
Xu is_VERB,1543
X._NOUN Table,3925
Xavier_NOUN _NOUN_,16871
Xuan Peng_NOUN,1341
X. A,2099
XRD _VERB_,1229
XOR _NOUN_,5998
Xenophon _PRT_,4685
X1975_NOUN THE_NOUN,1922
Xiao_NOUN took,1076
Xuan !_.,1248
X_NOUN ],2952
XV_NOUN ),1082
Xuan to_PRT,1972
X No_NOUN,1581
Xerxes_NOUN _PRT_,2995
XH_NOUN ,_.,1868
Xi_NOUN Er,2951
XIV )_.,1977
Xiaobao ,,1093
Xiaoxue _PRT_,1690
X. Zhou,1452
X b,1226
XY_NOUN _._,7915
Xiao Cheng_NOUN,2170
Xin_NOUN asked,1288
Xianxian was,1728
XR _._,3631
Xue_NOUN Za_NOUN,3965
Xu Wang_NOUN,1737
Xiaomei_NOUN was,1120
Xiao_NOUN Luo,2339
Xiao_NOUN Yao,63571
Xing_NOUN laughed,4042
Xing said,11102
Xing suddenly,1160
Xiao_NOUN Yan_NOUN,8564
Xu_NOUN Mo,1043
X d,2038
Xiang Ye,1026
Xiao Hua_NOUN,2741
Xuan and,7359
Xuan nodded_VERB,1014
Xin_NOUN could,2854
Xunzi_NOUN _VERB_,1654
Xia was_VERB,2547
Xiao Hui_NOUN,7336
Xiao Xian_NOUN,1116
Xinyu_NOUN _VERB_,1943
XXII _._,16858
Xiruo ,_.,1124
X ∈,6196
XXXV_NOUN ._.,3932
XXXI_NOUN _._,8202
X_NOUN n_ADP,1044
XY_NOUN ,_.,3256
Xie_NOUN _ADP_,1084
Xiaoping 's_PRT,2463
XXXIV_NOUN _NOUN_,2723
X. Sun_NOUN,1569
XXIII Table,2252
Xue_NOUN Er,2307
Xiaoshi _VERB_,1626
X1976 THE,2433
Xenophobia _._,1002
Xander_NOUN had_VERB,1643
Xuan was,9399
X represents,1083
XOR _._,2527
X_NOUN ?_.,3710
X_NOUN A,3072
Xiang asked,1230
XF ,,1166
Xiao Hei_NOUN,4954
X._NOUN :,12270
X. He,1297
Xian_NOUN ,_.,7618
XXXIII_NOUN .,4574
X n_ADP,1044
XPS _._,4377
Xanadu _._,1216
XIXe_X _X_,1601
Xiao_NOUN Hui_NOUN,7336
Xue is,1091
Xia_NOUN _NOUN_,244982
XO_NOUN _NOUN_,2373
XXXIV ,_.,1364
X over,1010
XX_NOUN CHAPTER_NOUN,1282
X u_NOUN,1155
Xi_NOUN nodded_VERB,1298
Xavier_NOUN University,1391
X_NOUN ¼,3125
XV_X ),1107
Xiaoyuan was,1166
Xi .,8787
Xiaoyu _ADV_,2137
XXXIV _NOUN_,2742
Xiaoping_NOUN 's_PRT,2437
XRD and_CONJ,1132
Xing_NOUN did_VERB,4345
X axis,2868
XXXIX .,3140
Xiao Yu,21281
Xu_NOUN Que,1420
X1_NOUN _._,5280
XXXVII_NOUN ._.,3437
Xia_NOUN Yue,7346
Xin_NOUN in,1274
XIV_NOUN Table_NOUN,4186
X_NOUN will,2632
X :_.,13341
Xiaorong _VERB_,3138
Xing_NOUN thought,2400
X_NOUN direction,1112
X 11,1047
Xiaoqi_NOUN _._,1376
Xiao_NOUN nodded_VERB,1989
Xinghe_NOUN ,_.,1602
XIX_NOUN _ADP_,1233
X1_NUM ,,1453
XVI_NOUN _PRT_,2045
Xing et_NOUN,1281
Xiaoyu_NOUN 's,3842
XVII _ADP_,1241
Xiaosu_NOUN _._,1629
Xinhua_NOUN ,_.,2302
Xie_NOUN and_CONJ,2976
Xing 's_PRT,18810
Xiaoxiao_NOUN to,1425
Xu C,1095
X480_NOUN I,1244
Xiong and,1986
X X_NOUN,54075
Xiao_NOUN Tong,11146
XRD ),4322
Xu_NOUN did_VERB,1305
Xue_NOUN and_CONJ,5736
XL _NOUN_,5101
X j,8374
XVI 's_PRT,1321
Xiaolan _VERB_,3683
Xinghe 's,2539
XVI CHAPTER_NOUN,1673
X would,1435
Xiaoxiao was,7147
XX (,3910
Xuemei_NOUN _PRT_,1525
Xiaoyuan _VERB_,9286
Xuan Sect,1972
Xenophon_NOUN _CONJ_,1251
XXXVIII_NOUN _NOUN_,1907
Xiao et,4350
Xiao_NOUN could,3765
Xian_NOUN ,,7618
Xiao Jie,2356
Xuan_NOUN _VERB_,63630
Xia Xin,4097
Xiao Qi,6347
Xiao _ADV_,14878
Xinghe _PRT_,3191
Xiao_NOUN Gu_NOUN,1073
Xu Fuguan,1879
X !_.,1467
Xhosa _._,1513
XLIV_NOUN ._.,2388
Xing_NOUN shook,1726
XIII ,,11707
Xi_NOUN had_VERB,5353
Xiaoxue_NOUN 's_PRT,1237
Xunzi ,,1082
Xin_NOUN laughed,1555
Xiong was,1294
X_NOUN 2w,1123
Xinyao _VERB_,2654
X._NOUN Lu_NOUN,1220
X b_NOUN,1225
Xuan was_VERB,9398
Xue_NOUN Min,1245
X which,1350
Xuan_NOUN Peng_NOUN,1341
Xiao_NOUN Nan,4200
Xu_NOUN to_PRT,1351
X. Wang,6974
Xiao_NOUN 's_PRT,27721
XXII_NOUN ,,3010
Xiaoyu_NOUN _CONJ_,1324
Xenophon ,,4940
Xia_NOUN Xin_NOUN,4064
Xuan Yue_NOUN,1250
Xin asked_VERB,1295
Xinghe_NOUN _VERB_,8453
X_NOUN ',13043
XI_NOUN --_.,1510
Xiao nodded,1989
Xin'er _VERB_,2500
Xu Ying,1489
Xiaoyu _VERB_,13662
XX %_NOUN,1570
Xiao Bai,6789
Xiaoxiao said,1177
XML document,1942
XXIII _._,17676
X into_ADP,1539
Xu_NOUN (_.,2547
Xie Ke_NOUN,2004
X._NOUN ",3077
Xiaobai _._,4055
Xenophon_NOUN 's,3961
Xilin_NOUN _NOUN_,1423
Xu_NOUN H,1522
XML_NOUN ,,2122
Xinjiang _CONJ_,1353
Xi_NOUN _CONJ_,7380
XII_NOUN and,1511
Xian_NOUN _VERB_,18124
XVI )_.,1813
XI_NOUN ,,15829
XX ._.,14131
X. Wu_NOUN,1845
X_NOUN the,2804
Xiao_NOUN felt,1462
Xie Jin,2855
Xiang_NOUN Tian,1184
Xiaofeng _._,1809
Xing felt,3515
Xu Jie,7596
Xu Lu,1889
X_NOUN ⊂,1155
Xu Ying_NOUN,1489
X. This,1671
Xiao Yao,63586
XI_NOUN _VERB_,4157
Xuan asked,1023
Xie _PRT_,6528
X. We,1758
Xero_NOUN _._,1361
Xiruo_NOUN _VERB_,7823
X p,2638
X_NOUN ¼_NOUN,1566
X_train _._,2128
Xu did,1305
Xenia _NOUN_,1110
Xiong_NOUN Hu,3440
Xiao is,2128
X i_NOUN,4535
XIII Table_NOUN,4416
Xing_NOUN .,7907
Xiu_NOUN _ADP_,2395
Xuan asked_VERB,1023
Xiamen ,,1554
X_NOUN B_NOUN,1381
Xuan_NOUN had_VERB,5174
Xia_NOUN _PRT_,5515
XPS ),2196
X_NOUN |_NOUN,1018
XXXIII ,_.,1332
X1981 THE_NOUN,2332
XLVII_NOUN .,2172
XXXII ._.,5055
Xiao laughed_VERB,1962
XIII_NOUN Table,4415
X1981_NOUN THE,3001
Xin_NOUN Xin,2843
XII_NOUN THE,1527
Xiaoxiao ,_.,7848
Xiaoyu and,1312
XXXV .,4008
Xinyue was,1086
X_NOUN over,1010
Xia_NOUN _VERB_,16462
XIV (,3003
Xue had_VERB,3183
Xiao_NOUN _DET_,1053
Xia_NOUN Family,3108
XXV_NOUN ,,2068
XVIII_NOUN )_.,1621
XV_NOUN Table_NOUN,3908
X_NOUN T,3627
Xiang_NOUN Yu,6787
X. Ma_NOUN,1182
Xenakis _._,1165
Xiao_NOUN Yue,8222
XRF _NOUN_,1643
Xue_NOUN had,3183
X._NOUN If_ADP,1458
Xin_NOUN ,_.,23376
XXX Table,1257
X with,6142
XIV_NOUN :_.,1708
XV _NUM_,1220
Xiaoning_NOUN _VERB_,1129
Xiu -,2621
Xu_NOUN _CONJ_,9226
Xinyue_NOUN _PRT_,1633
Xiang Yun,1197
Xi Xi_NOUN,2156
X_NOUN 7_NUM,7955
Xiao Ying_NOUN,5176
Xiao 's_PRT,27721
X 7d,9495
XXI_NOUN ,_.,4320
X_NOUN =_X,29807
X1981_NOUN THE_NOUN,2332
Xia_NOUN had_VERB,1131
XI_NOUN _NUM_,2567
Xia _PRON_,6575
Xia_NOUN and,2777
Xiu_NOUN looked,1231
Xiao Jiang,1331
XLII_NOUN _NOUN_,1379
Xuan_NOUN Ye,12407
XXI )_.,1603
Xavier University_NOUN,1391
Xue_NOUN Ning,2142
X may_VERB,1184
Xia Yang,1327
XI XII_NOUN,1152
X_NOUN I,2059
Xia et,2872
Xu_NOUN Feng,3961
XIII --_.,1023
Xuanyuan _NOUN_,48778
X 10d_NUM,6703
X to,9844
Xiaosu 's,1463
X. _VERB_,7803
Xie_NOUN ,_.,26468
Xiao Ke_NOUN,2403
Xiao did_VERB,5063
Xia_NOUN Xia_NOUN,1254
Xander_NOUN was,1501
Xiao Han_NOUN,4186
X 12_NUM,1413
X N,3077
Xu Guoqing_NOUN,1216
Xiaoyu was_VERB,2240
Xiaoyu_NOUN was,2240
Xiao_NOUN in,1188
Xu _NUM_,2938
XS _._,2851
XLIX_NOUN ._.,1765
Xinyue 's,1283
XXXV_NOUN _._,5722
X2_NOUN ,,2151
XVIII Table_NOUN,3204
XIV_NOUN _VERB_,5843
Xiu_NOUN could_VERB,1087
XIX_NOUN ,_.,4899
Xun was_VERB,1888
Xiu_NOUN '_PRT,1917
XML ,_.,2122
Xanax_NOUN _._,2179
Xiaoping_NOUN ,,3526
X ]_X,11261
Xin laughed,1556
X_NOUN ×,4566
Xeon_NOUN Phi,1126
X 14,2986
Xiang said_VERB,3262
Xiu _CONJ_,4895
Xiao Lan,4356
Xin_NOUN asked_VERB,1288
Xin_NOUN who,1421
Xiao_NOUN with_ADP,1108
Xavier University,1398
Xin'er_NOUN ,,1366
XL_NOUN ._.,4069
Xiao_NOUN Rou,4581
Xing shook,1726
X_NOUN +_.,1657
Xiaoxiao _CONJ_,2671
Xiao_NOUN Xu,1938
Xuan_NOUN looked_VERB,2445
XIV (_.,3001
Xiao asked,1624
Xinghe was_VERB,1226
Xiang_NOUN _._,22580
Xi (,1196
Xing_NOUN also_ADV,1009
Xi_NOUN also,1054
X /_NOUN,5643
Xin_NOUN did_VERB,4943
Xiu_NOUN could,1087
Xu_NOUN Wang,1737
Xiao Ran,2041
Xuan_NOUN and_CONJ,7355
Xiao took,1076
X. H._NOUN,1195
Xu _CONJ_,9226
Xiao took_VERB,1076
XVII -,1010
Xiang did_VERB,2119
Xia_NOUN ,_.,21307
X may,1184
Xiao Qi_NOUN,6336
Xian_NOUN was,3001
X_NOUN ^,1206
Xiaoli_NOUN _._,1443
Xiang_NOUN was_VERB,7420
Xi had_VERB,5353
X1980_NOUN THE_NOUN,1474
X_NOUN 1,41068
Xenia_NOUN _VERB_,1608
Xavier _ADV_,1343
Xiu had_VERB,3331
Xin immediately_ADV,1207
Xun ._.,1589
Xiaotian had,1228
XIX_NOUN CHAPTER_NOUN,1390
Xiaoli_NOUN _PRT_,1125
Xiao Dong,1358
Xing would,1570
Xu_NOUN Zhiyuan_NOUN,1623
Xiaohe 's_PRT,1116
Xinjiang_NOUN _._,7942
Xiao_NOUN Yun,6459
X 1,41092
XPS_NOUN ),2170
Xinyi _VERB_,1523
Xiaoyu had_VERB,1049
Xu Wenguang,1883
X_NOUN f,1741
XII --_.,1236
X1_NUM _NUM_,1234
Xi_NOUN ,,23508
XLIX ._.,1765
Xiyan_NOUN ._.,1075
XLVII_NOUN _._,3299
X. Y._NOUN,1638
X1973_NOUN THE_NOUN,1487
Xiaomei_NOUN 's_PRT,2198
Xia Yu,8269
Xiao_NOUN Yi,10416
XIV_NOUN (,2978
X Free,1061
X1979 _DET_,1388
XLIII ._.,2661
Xuan 's_PRT,18324
XIII_NOUN of,1055
Xray _NOUN_,1651
X1974_NUM _ADJ_,1231
Xian ,_.,7620
Xing_NOUN would,1567
Xu Fu,1356
XML_NOUN ,_.,2122
Xiaomei_NOUN ._.,1043
XM ,,1621
Ximen_NOUN _NOUN_,10077
Xiang could_VERB,1398
Xue_NOUN _._,30077
X be_VERB,9653
X_NOUN --_.,59464
X._NOUN THE,1940
XII (_.,4650
XXII_NOUN ._.,10302
X. If_ADP,1469
Ximen Family_NOUN,1169
X. Table_NOUN,3926
X. In_ADP,2029
XXII ,_.,3015
Xianxian _ADV_,1725
XXIV ,,2604
XXXI_NOUN ,,1368
Xia You,2778
X_NOUN O_NOUN,1351
XML document_NOUN,1942
XVIII_NOUN _._,30628
Xia_NOUN Yan_NOUN,1282
Xenophon 's,3964
Xing and_CONJ,9927
Xu_NOUN Guoqing_NOUN,1216
Xander_NOUN was_VERB,1501
XXIII_NOUN Table,2252
Xing did,4345
Xiao Yu_NOUN,21281
XXXI Table,1123
Xiaotian ._.,1544
Xiao Su_NOUN,2317
XE _._,1128
Xlibris _._,1091
XXII_NOUN CHAPTER,1135
XJ ,,1742
Xiao_NOUN Yu,21281
Xinjiang_NOUN and_CONJ,1270
Xing _PRON_,1065
Xin_NOUN turned,1017
XVI _ADP_,2533
Xin_NOUN laughed_VERB,1555
Xiao_NOUN Fei_NOUN,4367
XX_NOUN ._.,14119
XXXVIII ._.,3315
X_NOUN t,14765
XYZ Company_NOUN,2582
Xander had,1643
Xiao Zi_NOUN,1863
Xuan_NOUN Qi,1114
Xiao Yi,10424
X i,30139
XXXI ,_.,1368
Xin ,,23386
XII -,1803
Xian_NOUN _NOUN_,9940
Xu_NOUN family,2033
Xia_NOUN Zhi,1215
Xue_NOUN Bu_NOUN,1091
X_NOUN axis,2861
X_NOUN rays_NOUN,1533
XI_NOUN --,1510
Xin _ADV_,13815
Xiaoxiao and,2632
Xiaotian said_VERB,1271
X._NOUN The_DET,3037
X of,8173
Xuan looked_VERB,2445
Xiao Yan,8568
Xi _ADP_,5406
XXXVIII_NOUN ._.,3246
Xue_NOUN Fu_NOUN,1554
XXIV Table,2090
X Y_NOUN,5605
Xiaoying _VERB_,1948
X_NOUN _ADP_,64157
XXIII_NOUN _._,17660
X1976_NOUN THE_NOUN,1823
XIX (,1462
XXXX_NOUN _NOUN_,1072
X2_NOUN ,_.,2151
X is,56789
Xu was,4710
Xuan !,1248
XXIV Table_NOUN,2090
Xia_NOUN Yue_NOUN,7346
Xiao_NOUN Ting_NOUN,5540
Xiaomei_NOUN _VERB_,7234
Xiaotian _._,4949
Xian_NOUN was_VERB,3001
Xiu to_PRT,1059
Xinghai _._,1753
X &_CONJ,1272
XXI .,11829
X. Yang,1890
Xiao_NOUN Liu_NOUN,4276
Xing_NOUN thought_VERB,2399
Xiaoli_NOUN _VERB_,3953
Xin_NOUN looked_VERB,3927
XIII_NOUN )_.,2072
Xiao in_ADP,1188
Xing Bing,2017
Xiao_NOUN Tian,6037
Xixi _._,1302
X_NOUN M_NOUN,1050
Xuan Ying,1155
Xuan '_PRT,2714
Xiamen_NOUN ,,1552
XXXVI_NOUN ._.,3700
Xing_NOUN to,2912
Xiao would_VERB,2498
Xiao Bao,2475
Xiao Zi,1863
Xerxes_NOUN _ADP_,1111
Xian and,2126
Xavier_NOUN _ADV_,1336
X._NOUN Xu,1670
Xiao to_PRT,3063
Xinhua_NOUN News_NOUN,2082
Xu_NOUN C,1095
XRD_NOUN )_.,4277
Xenophon and_CONJ,1162
X_NOUN had,1758
Xiao_NOUN to_PRT,3063
Xie had,1295
XX_NOUN months_NOUN,1484
Xue_NOUN Clan_NOUN,1217
Xu_NOUN Yi_NOUN,2377
Xiang_NOUN looked,1289
Xiao_NOUN et,4310
XI_NOUN Table_NOUN,5179
X. et_NOUN,3422
Xu_NOUN Chao,1609
Xiang Lan_NOUN,1916
Xi_NOUN _PRON_,2189
Xenophon_NOUN and,1162
XXVII_NOUN Table,1624
Xiao Qin,1481
Xi ._.,8786
Xk _._,1317
XML_NOUN ),1304
Xiao_NOUN ?_.,1508
XII_NOUN :_.,2080
Xiao_NOUN He,1756
Xi _PRON_,2529
Xi ,_.,23508
X >_NOUN,1007
Xi looked_VERB,3079
Xiao_NOUN Wang_NOUN,1883
X1981 A,1687
XXVII ,,2127
Xue ',1740
X_NOUN s,5438
Xuan_NOUN Xin,1671
XVIII _X_,1127
Xlibris_NOUN _._,1091
Xinjie_NOUN _VERB_,2061
Xia_NOUN Mu_NOUN,3219
X ray,1465
Xiao_NOUN would,2498
Xiao_NOUN Han_NOUN,4186
X_X ]_X,8309
Xiao_NOUN Wu_NOUN,8261
Xiaohe_NOUN 's_PRT,1116
Xiao_NOUN is_VERB,2127
Xiaomeng _VERB_,1357
XXXIII _._,7382
Xuan_NOUN Qi_NOUN,1114
Xiao Ting,5545
Xenophon _NOUN_,1013
XVI and,1627
XXV ,,2075
X h,1219
Xu Z_NOUN,1455
Xianxian_NOUN _ADV_,1725
XXIV_NOUN _._,14456
XVth _NOUN_,1144
Xuan Qi_NOUN,1114
Xia_NOUN was_VERB,2547
Xing took_VERB,2072
XII_NOUN _NUM_,2437
X_NOUN et,2754
X_NOUN be,9648
X_NOUN R_NOUN,1364
Xian .,2591
XML _._,8196
XXVIII_NOUN .,6351
Xu to,1351
Xiao_NOUN Guo_NOUN,1775
X 3w_NUM,1625
X R_NOUN,1364
Xiaoyue _VERB_,6125
Xu Qian_NOUN,2140
Xiantian _NOUN_,2465
Xia ._.,3838
Xi felt,1335
Xiao_NOUN Su_NOUN,2317
Xinhua ,_.,2304
Xiao_NOUN Ai,3246
Xiao_NOUN Wang,1883
Xiang_NOUN Xiang_NOUN,1464
Xia _ADP_,1639
X_NOUN ∈_NOUN,5472
XL (,1072
XXXIV _._,6985
Xi_NOUN Xi,2156
XXVII ,_.,2127
Xiaoxing _VERB_,3022
Xiu 's,11606
Xiaoxue_NOUN _VERB_,4648
X_NOUN j,8333
Xiang_NOUN et,1313
XXIX_NOUN .,6050
Xun_NOUN _PRT_,4489
XIX_NOUN .,13606
Xi_NOUN felt,1335
X factor,2109
X_NOUN -_.,256358
Xiaotian ,,2721
X and,59213
Xue Yao_NOUN,1979
Xiyan_NOUN _PRT_,2558
XRD and,1132
Xiaotian_NOUN ,_.,2720
XXIX_NOUN Table_NOUN,1360
X._NOUN Jiang_NOUN,1025
Xiaoxiao_NOUN _ADV_,6482
Xiyan 's,1918
XVI (,2484
X._NOUN Sun_NOUN,1568
Xiang_NOUN Ye_NOUN,1026
X. Jiang,1025
Xiaomei _ADV_,1140
Xin_NOUN saw_VERB,1274
X_NOUN F_NOUN,1026
Xiaoping _NOUN_,1271
XPS _NOUN_,5432
Xu_NOUN was_VERB,4710
Xu_NOUN Que_NOUN,1420
Xiran _._,1104
X_NOUN *_X,3946
Xiao would,2498
Xinran_NOUN _VERB_,1630
Xi Yu_NOUN,2232
Xiang_NOUN Xiang,1465
X 10_NUM,4874
XRD_NOUN pattern_NOUN,1983
X_NOUN 10,5214
X on,4288
X._NOUN et,3428
XG_NOUN _._,1987
XVII :,1243
XX ,,7244
X_NOUN b,1220
XIII_NOUN _ADP_,2947
XVI and_CONJ,1627
Xylose_NOUN _NOUN_,1562
X _PRON_,27774
X2 )_.,2004
Xie_NOUN _VERB_,15183
Xi to,2405
Xan _VERB_,2551
X -,261771
Xu Jun,1770
Xiao could,3765
Xiao Meng_NOUN,7814
Xiao_NOUN Gui_NOUN,1213
Xuan would,1454
Xia Qi,1128
X 3w,1625
XV THE,1218
Xiu was,5243
Xiao_NOUN Ting,5540
Xin_NOUN Han,3171
Xue_NOUN 's_PRT,12954
XXVI_NOUN Table,1759
Xi was_VERB,10190
XXIV_NOUN _NOUN_,7321
X :,13345
XXIX _NOUN_,4502
X_NOUN by_ADP,2760
XS_NOUN ,_.,1697
Xie_NOUN et,4642
Xiaotian_NOUN ,,2720
Xin turned,1019
Xiaoran _._,1599
XRD pattern,1986
Xiao Xin_NOUN,2472
XXVII .,6895
X of_ADP,8173
Xinhua News_NOUN,2082
XW_NOUN _._,1121
Xun _PRT_,4489
X will_VERB,2624
Xuan_NOUN _PRT_,23168
Xerox ,,1176
XVII_NOUN _._,28308
Xin_NOUN Meng_NOUN,4423
XXXVI _NOUN_,2309
Xiaoyuan_NOUN was_VERB,1166
X. _NUM_,9367
X. Xu_NOUN,1670
XX -_.,1198
X_NOUN ._.,7881
XL _VERB_,1134
Xuan_NOUN .,8013
Xe_NOUN _NOUN_,1866
Xumi_NOUN _NOUN_,1506
XII .,29124
Xi also_ADV,1054
Xia_NOUN Hua_NOUN,6730
Xia_NOUN and_CONJ,2777
Xinxin _._,1000
Xiyue _VERB_,6918
Xia Xin_NOUN,4064
Xueyan _VERB_,1216
XIII_NOUN (,2759
XVIIIe _NOUN_,1768
XXI_NOUN .,11829
Xiao_NOUN Ming,1640
XXXVI_NOUN .,3700
Xiang to,1493
Xiamen_NOUN University_NOUN,1266
X C,1923
Xiao Jin_NOUN,9454
XVII CHAPTER_NOUN,1566
Xue_NOUN Za,3965
Xiao Wei_NOUN,2462
XX %,1573
XXXIII ,,1333
Xiao_NOUN _VERB_,100035
X._NOUN (_.,20951
XVIII_NOUN _NOUN_,14043
X_NOUN such_ADJ,2090
Xu_NOUN .,5989
Xia_NOUN Luo,33342
XXe siècle,1293
