YWCA_NOUN _NOUN_,1088
Yue thought,1035
Yorick _._,1376
Your_PRON favor_NOUN,1176
You surely,3925
Yet who_PRON,1694
Yu _PRT_,92253
Yu_NOUN Le_NOUN,1339
Yvonne_NOUN ,,4439
Yosemite ._.,1325
You_PRON continue_VERB,3821
Yeltsin_NOUN _NOUN_,1563
Yue Xiu,1107
You_PRON scoundrel,1356
You_PRON might_VERB,195134
Young '_PRT,6880
Yue_NOUN asked_VERB,2008
Yet_ADV is_VERB,1762
Yishuv_NOUN ,,1258
Yusuf_NOUN _PRT_,1798
Yunjie _VERB_,19471
York_NOUN office,2631
Yes ,,2315639
Yellowstone_NOUN River_NOUN,1675
Yi_NOUN _ADP_,8583
Yi_NOUN :_.,1134
You_PRON shot_VERB,1959
Ying ._.,8262
Yoga ._.,3834
Yin_NOUN Family_NOUN,1469
Youth Culture,1607
Yunxi_NOUN 's_PRT,1745
Yong_NOUN _ADV_,2340
Your Free,2935
Yes_ADV they_PRON,1179
You_PRON big_ADJ,1179
Younger _PRT_,1310
York were_VERB,3118
Yong_NOUN was_VERB,2485
Yu asked,4082
You_PRON invited,1473
Yellow (,1347
York ,_.,897298
Yiyi_NOUN ,_.,2483
You is_VERB,17755
Yet because,2902
York_NOUN ..._.,1120
Yufan_NOUN _._,1052
Your Way_NOUN,2642
Your_PRON Time,1996
Yost_NOUN _VERB_,1297
Yixuan_NOUN _VERB_,10148
Yoon_NOUN ,,10797
Youth Service_NOUN,1091
Yvette .,1709
Yu Su_NOUN,1862
Your_PRON feet_NOUN,2645
You stick_VERB,1232
Yul _NOUN_,1023
Yet_ADV today,1525
You_PRON so_ADV,2324
You_PRON open,3368
You wake,1807
Yue could,2695
Yu_NOUN Rong_NOUN,1441
Yi_NOUN 's_PRT,33174
Your book,1773
Yunnan _ADP_,1125
You used_VERB,15634
Your voice,5828
You Only_ADV,1180
Yield_NOUN _NOUN_,12686
Youth_NOUN _ADJ_,2056
Yiyi_NOUN ,,2483
Yi and,13038
York_NOUN World_NOUN,6130
You too_ADV,19680
Yet_ADV as_ADP,14148
Yunji _VERB_,1827
Yee_NOUN _NOUN_,4095
Yun _ADV_,14098
Yiddish_NOUN _CONJ_,2164
Yes_X Yes_X,2997
Yuan_NOUN Qing_NOUN,1067
Your_PRON journey_NOUN,1232
Your_PRON favorite_ADJ,1452
Your Story,1609
Yes_ADV _ADV_,5700
Yet_ADV let_VERB,1113
Yeats_NOUN .,1581
Yes :,6593
Yer_NOUN _VERB_,1119
Yiddish_NOUN and_CONJ,1845
Yin_NOUN _PRON_,1820
Yours ,_.,12592
York Philharmonic_NOUN,2229
YouTube as,1037
Yu_NOUN Tian,3521
You_PRON provide_VERB,1171
You taste_VERB,3343
Yuanzhi _VERB_,1334
Yogyakarta_NOUN ,_.,1867
York_NOUN Central,3125
Yucatán _._,4811
Yuan said_VERB,3896
YorN :_.,8810
Yin_NOUN )_.,1656
York_NOUN without,1012
Your relationship,2137
Yu Wu,1163
Yet through,1378
Yu_NOUN ..._.,1231
Yi_NOUN Yi_NOUN,2671
You_NOUN ,_.,8626
Your Story_NOUN,1591
You_PRON kill_VERB,1980
You_PRON say_VERB,57487
You_PRON try_VERB,10111
Young_ADJ girls_NOUN,3032
Your sense,1118
Yes !_.,100343
York_NOUN Review,9951
You betcha_VERB,1167
Yuan in_ADP,1429
Your_PRON God_NOUN,1748
Years_NOUN after,5590
Yue Yong,3847
Young_NOUN to_PRT,2043
Yuan_NOUN '_PRT,3326
Yuan_NOUN Continent_NOUN,1223
Yuletide_NOUN _NOUN_,1482
Youngman _VERB_,1101
Yet some_DET,5603
Yum _NOUN_,1666
Yu'er _._,1732
Yue nodded_VERB,1882
Yu saw_VERB,3185
Yunnan_NOUN _VERB_,1630
Yorkshire_NOUN _ADP_,3147
Yugoslavia _ADP_,7937
You_PRON fear,1578
You're_ADJ -_.,1469
Yilmaz ,,2897
Years_NOUN Ago_ADV,3662
Your love,8770
Your Royal_NOUN,3167
You grow_VERB,1522
You_PRON .,50121
Yves ._.,1355
You startled_VERB,1146
You liked_VERB,3073
Yes we_PRON,3330
Yingying_NOUN _PRT_,1049
Yes yes_X,1417
Yogi Berra_NOUN,1903
Your job,9720
You startled,1146
Yun_NOUN _ADP_,5847
You ask,16110
Your desire_NOUN,1519
You_PRON [,1390
Your character,1188
Yellowstone _._,7490
Yellow fever,4736
Yersinia _NOUN_,5649
You ran,3714
You thought_VERB,18530
Yoshio_NOUN _NOUN_,1219
Your teacher_NOUN,1542
Yogurt_NOUN ,_.,1073
You_PRON destroyed,1282
Yes indeed,3113
Your money_NOUN,2245
Yi_NOUN Qing_NOUN,1105
Yourself _CONJ_,1674
Yet_ADV where,1016
Younglove Crump_NOUN,1300
Yes'm ,,1248
Your_PRON second_ADJ,1337
Yup ,,13844
You_PRON feel_VERB,30867
Yuga_NOUN _._,1251
Yi_VERB _NOUN_,37329
Yelp _._,1937
Yvon _PRT_,1383
You_PRON betrayed_VERB,1439
Yukon _CONJ_,1067
Your_PRON spirit,1716
Yeung _NOUN_,3003
Yue Fei,1053
Youngblood_NOUN ,,1278
Yueli_NOUN _VERB_,1082
Yu '_PRT,10972
Yesterday ,,25166
Your_PRON Best,1764
Your_PRON own,11976
You_PRON bet,16489
Yes_X "_.,13745
Youngs literal,2039
Yuval_NOUN _NOUN_,4007
Yesterday _ADP_,2555
Your Face,1079
Your_PRON position_NOUN,1371
YouTube 's_PRT,2044
Yet ',1579
Yerkes_NOUN ,_.,1080
Yunus_NOUN _._,2314
Yesterday_NOUN ,_.,25163
Your poor,1992
You_PRON mark_VERB,1038
Yet_ADV not_ADV,5657
Yet_ADV there,1919
Yun_NOUN _ADV_,13935
Yet another_DET,23659
You_PRON believe_VERB,13931
Yin 's_PRT,4262
You worked,3542
Years War_NOUN,8360
Yunfei had,1003
Your local,1229
York_NOUN 's,38515
Yet_ADV _VERB_,38032
Yearbook_NOUN of,17380
Yu said,16248
Yuxin_NOUN 's_PRT,1252
Yemen :,1359
Yourself :,1309
Yun_NOUN laughed_VERB,2139
Yu_NOUN Yao_NOUN,1609
Yeoman_NOUN ,_.,1277
You_PRON drove_VERB,1857
Young in,2480
Your_PRON choices_NOUN,1128
You_PRON hated,1125
Yolanda _._,3775
Yorker_NOUN _VERB_,3780
Your Soul,1436
Yggur _._,1203
York _._,3111623
Your baby_NOUN,3349
Yorkshire _._,25994
Yichen _VERB_,21862
Your_PRON majesty,14007
Years_NOUN Later,5556
Yuri Gagarin,1574
Yvonne ,_.,4439
Yunxi_NOUN ,_.,1255
Yolanda 's_PRT,1126
You ruined,1726
You ruined_VERB,1724
Your_PRON sins,1349
York_NOUN will,1115
Yiyan_NOUN _VERB_,1258
Yingjie_NOUN was_VERB,1970
Youngblood_NOUN _._,1775
Yi Fei,4278
Your home,3204
Yet_ADV these,14004
Yue_NOUN Yong,3847
Young_ADJ people,20001
Yelp_NOUN _._,1904
Yu_NOUN is,5005
You young_ADJ,1852
Your_PRON Knowledge_NOUN,1841
Yet_CONJ even_ADV,2156
Your turn_NOUN,7113
Yield_NOUN ,_.,1505
You_PRON suck_VERB,1766
You assume,1629
You little_ADV,1563
You beat_VERB,1892
Year_NOUN _NUM_,77720
Yuqing was,1002
Yi_NOUN took,1831
Yueming _VERB_,1009
Young 's,36350
Yuxin_NOUN 's,1253
Yes _._,3328081
Yun_NOUN and,11856
You_PRON realise,1869
Yellow --,2868
You definitely_ADV,4164
Yun Qin,5782
Yuqing_NOUN 's_PRT,1509
Youth is,2405
York_NOUN Age,1686
You_PRON ought,26740
Yesterday I_PRON,8316
You_PRON so,2439
Your favor,1176
Youyou _VERB_,3112
Yet_CONJ a,1199
Yu_NOUN frowned_VERB,2379
Your_PRON Excellency,9469
You_PRON keep_VERB,22355
Yuck_NOUN _._,4488
Yue_NOUN had_VERB,7060
You_PRON share,1200
You_PRON slide,1169
Yong_NOUN ._.,2205
Years ago_ADV,15382
Your death_NOUN,1156
Yunxi_NOUN _PRT_,2303
You feel_VERB,30867
Yet ._.,7814
Yew _._,3616
You_PRON trying,1827
Yours_PRON in_ADP,1082
Yu saw,3185
You deserve_VERB,19745
Yue Zhao_NOUN,1139
Yep ,,38959
Your obedient,1415
Your_PRON feet,2645
You_PRON '_PRON,10127
Yue asked_VERB,2008
Yellow _CONJ_,3128
Yevgeny _NOUN_,2099
Your_PRON place,3058
Yuchen_NOUN _VERB_,1761
Your_PRON team,2764
Yichen_NOUN was,3095
You_PRON know,876199
You ought,26742
Yuan .,10693
Your Turn,1464
Ying_NOUN is_VERB,1478
You_PRON remain_VERB,1201
Yi Fei_NOUN,4277
Young has_VERB,1103
Youngs literal_ADJ,2039
Yet he_PRON,54721
Your_PRON Own,15973
You_PRON owe,11900
Yuwen_NOUN He_PRON,1114
You_PRON pretend_VERB,1172
Yu_NOUN Minhong_NOUN,1234
Yi Shi_NOUN,1772
Your Way,2645
York_NOUN _ADV_,19676
Yugoslav _NOUN_,29797
Years_NOUN Acquired,4779
Yep_NOUN !,1853
Your answer_NOUN,3167
You_PRON rest,1561
Year_NOUN was_VERB,1138
Your Next,1885
Yu_NOUN ...,1231
Yun_NOUN Lin_NOUN,1605
Yet over,1032
Yours ,,12604
Yearbook of_ADP,17389
Your grandma_NOUN,1028
You_PRON Think_VERB,5472
Younger_NOUN .,1579
Yost_NOUN ,,2052
Yu went_VERB,1011
Yet let,1146
You met,5582
Yunanca İncil,2039
Yonkers_NOUN _._,2909
Yeshua_NOUN ._.,1320
Yemen _NUM_,1558
Yet perhaps,1675
Yifan_NOUN was_VERB,1129
You thought,18531
Your_PRON voice_NOUN,5827
York_NOUN but,1526
Yeshua_NOUN _NOUN_,1230
York_NOUN when_ADV,2300
Yves _VERB_,1813
You told_VERB,40788
You stay_VERB,15263
Yue_NOUN Ye,1327
You travel_VERB,1047
Your position_NOUN,1371
Your Aunt,1093
York_NOUN Academy_NOUN,8295
Your_PRON two,1385
Yuanshan _._,1021
Yun_NOUN Xi_NOUN,5799
Yoruba .,1035
You damn,1665
Yuqing was_VERB,1002
You forget,12238
You what,5372
Years Cases_NOUN,1716
Yin Su,2120
Ying_NOUN Yang_NOUN,2171
Yes_NOUN --_.,1257
You Must,2701
Yu_NOUN as_ADP,1293
Youths_NOUN _VERB_,1064
Yi_NOUN _PRT_,42261
You_PRON gonna_VERB,8490
Young Lord,3968
You_PRON pulled,1764
Yuan was,10686
Yong_NOUN _VERB_,17797
Your help_NOUN,1626
Your_PRON what_PRON,1047
Yerkes_NOUN _._,2006
You_PRON write,4059
Yue_NOUN Zi_NOUN,1127
Yet_ADV much,1106
Yourself_PRON _PRT_,1753
Yellowstone_NOUN National,8091
Yorkshire_NOUN Post_NOUN,1196
Your ability,2818
Yu Ji,2219
Yesterday _CONJ_,1746
You_PRON taught_VERB,3821
Yokoyama_NOUN _NOUN_,1698
Yvette _NOUN_,4006
You finally,3290
Yuan had,6370
You grab,2043
You_PRON I_PRON,3106
You hated,1125
You Make,1573
You_PRON cheated,1192
You betrayed_VERB,1439
Your_PRON grace_NOUN,2907
Yu came_VERB,1289
Yifei_NOUN ,,1270
Yuri 's,2508
Your_PRON Free,2933
Yorkshire_ADJ _NOUN_,1278
Yet_ADV neither_CONJ,1320
Yeltsin_NOUN _VERB_,6011
Yun knew,1027
You_NOUN _NOUN_,43354
Yet_ADV something,2231
Yup .,16335
You planned,1240
Your men_NOUN,2246
Yue_NOUN ,_.,27006
Yield_ADJ _NOUN_,2565
Yi_NOUN looked,4769
Yuying _VERB_,1799
Yi_NOUN with,1447
Young_ADJ master,11553
York_NOUN Daily_NOUN,7626
Yi Mo_NOUN,1394
Yun would_VERB,2267
You fucking,5734
Yeh .,2368
Yin _ADV_,2293
Yet_CONJ do_VERB,1018
Yellow_NOUN Emperor,3491
You_PRON sell_VERB,1181
Yusuf_NOUN _._,6606
Yet_CONJ who_PRON,1688
Yue_NOUN said,8094
Yichen_NOUN _ADV_,3295
Yue_NOUN 's,25272
Yun_NOUN saw_VERB,1319
You_PRON touch_VERB,1444
Yuan_NOUN Han_NOUN,12278
Yun Xi,5800
Your grandfather_NOUN,5919
Years_NOUN a_DET,2139
York School,1739
Ying Er_NOUN,2036
You still,53172
You pull_VERB,4347
York_NOUN Court,1838
Yi_NOUN Ke_NOUN,3674
Yorùbá _NOUN_,1094
You_PRON arrived,1023
You lot_ADV,1464
Yule_NOUN _NOUN_,3107
Yorkshire_NOUN pudding_NOUN,1290
Your_PRON pussy_NOUN,1734
You_PRON guys,63010
Yunanca_NOUN İncil_NOUN,2039
York Heart,1432
You changed,2226
Yucatec _NOUN_,1237
Yuri_NOUN ,,2921
You answer,1702
Yet how_ADV,6086
Your_PRON hand,7543
Years and_CONJ,4632
York are_VERB,1901
Your lordship,1709
Your_PRON family,12033
Your poor_ADJ,1992
You_PRON save,1255
Ying _NOUN_,38647
Your way,2179
Years _ADJ_,3562
Yue_NOUN also_ADV,1272
Yet_CONJ _NUM_,1351
You mean_VERB,139738
York_NOUN law,3590
Yolanda .,1340
Yuan was_VERB,10686
Yu quickly,1281
Yu He,3981
Yossi_NOUN _NOUN_,1592
Yeshua ,_.,2239
Youth_NOUN )_.,1397
Young Adults,4541
Yorktown _._,5433
Yunjie_NOUN ,,2853
Yemen_NOUN _NOUN_,6015
Ypsilanti_NOUN _._,1158
Yet_CONJ the_DET,15451
Your_PRON young,1369
You_PRON definitely,4164
Yourself ,,2722
Youth_NOUN _ADV_,1543
You wrote_VERB,4182
Yorktown ._.,1697
Yellow Peril_NOUN,1680
Yet_ADV only_ADV,2017
Yeoh _._,1661
Yi Tian,1020
Yugoslavia_NOUN _VERB_,10868
You learn,6841
You_PRON at,1872
Yichen_NOUN had,1846
Yin_NOUN was_VERB,2315
Your hips_NOUN,1070
You _PRON_,47190
Yet where_ADV,1040
Your_PRON ways,1119
Yellow River_NOUN,10797
Yokohama_NOUN ,,3760
Year_NOUN _ADV_,4199
Young_ADJ children_NOUN,8941
You_PRON drank,1337
Your men,2246
Yuan Qi,3829
Yet_ADV one_NUM,4291
Yue took,1127
Yu waved,1014
You raised,1249
Your_PRON dress,1096
Yvette_NOUN .,1709
You check,1495
Yoshino ,_.,1623
You crazy,1292
You_PRON tricked_VERB,1204
Yunfeng_NOUN 's_PRT,1612
Young General,1629
Yves_NOUN ._.,1354
Yusuf ,,4340
You_PRON shake,1032
Yumin _VERB_,1493
Yoshida_NOUN et_NOUN,1510
You_PRON woke_VERB,1468
Your _NUM_,5304
You press,1372
You agree,3012
You_PRON seek,1723
Yi_VERB suddenly_ADV,1941
Your name_NOUN,19634
Yin_NOUN said_VERB,1098
Yi knew_VERB,1393
York -,15370
You_PRON really,84611
Your_PRON obedient,1412
Yost_NOUN _._,2480
Yun_NOUN Fan_NOUN,3252
You_PRON actually,17889
Yun_VERB _NOUN_,2563
York_NOUN :_.,1823611
Yue_NOUN took,1127
You old,3163
Your_PRON energy,1109
Your_PRON Response_NOUN,4231
Youth Movement_NOUN,1590
Yin_NOUN Force,1145
Yuwei _ADV_,1644
Yet_ADV _._,387036
Your subordinate_NOUN,1314
Yuma_NOUN ,,1414
Your Imperial_NOUN,1100
Your memory,1573
You_PRON again,1620
You_PRON bitch_VERB,2801
Yuan Chen_NOUN,1158
You_PRON Hear,1263
Yousef _NOUN_,1501
You throw,1602
Yolanda 's,1135
Your_PRON client,2203
Young and_CONJ,19838
Yi et,1568
You My,1202
Yu_NOUN thought_VERB,3392
Yuntian _VERB_,3584
Young_ADJ -,5531
Your_PRON boyfriend_NOUN,2126
You_PRON broke_VERB,5395
Your_PRON Money,1989
You_PRON Do_VERB,10783
Yunjie_NOUN and,1228
Yourself _ADJ_,1103
Your company_NOUN,3479
Yun'er_NOUN _._,1447
Your New,1257
Yu Sheng_NOUN,4636
Yu_NOUN _VERB_,272425
Ying Yang,2173
York_NOUN had,6468
You_PRON little_ADV,1563
Yes but_CONJ,1786
Yue smiled_VERB,1599
Yuki_NOUN _._,2644
Your favorite_ADJ,1452
Youssef_NOUN _._,3493
Your_PRON voice,5827
You_PRON acted,1330
You hang,1111
Ypperstepræster_X og,3993
Yearbook ._.,2236
Yun_NOUN asked,1939
You_PRON ?_.,38503
You_PRON always,42658
Your Dog_NOUN,1531
You_PRON Hear_VERB,1263
You sound_VERB,20831
Young_NOUN Noble,4415
York_NOUN at_ADP,8812
You stood,2204
You_PRON by,1217
Yikes_NOUN ._.,2307
Yes ..._.,27005
Yen_ADJ _NOUN_,1910
You on,2541
York_ ,_,1118
Your company,3484
You_PRON prefer_VERB,1602
Yi Xue_NOUN,2664
Your_PRON home,3204
Young ladies,1508
Yorkshire ,,13757
Yellow _ADJ_,1906
Yellow River,10814
Yucatecan _NOUN_,1586
Your_PRON Hand_NOUN,1159
Youth_NOUN Ministry,1187
Yu Tong,2431
You_PRON like,36634
Yolanda_NOUN 's,1135
You_PRON expected,1234
Yu Qin_NOUN,7104
YouTube_DET video_NOUN,2382
Your energy,1109
Yemen ),1670
Young_ADJ _ADJ_,9109
Your success_NOUN,1226
Your master,2644
Yunqi_NOUN _._,1454
Yesterday _PRON_,17878
You by,1228
Your_PRON answer_NOUN,3167
You in,10107
Your call,2075
You_PRON had_VERB,98357
Your Family_NOUN,1475
Yiddish_NOUN _VERB_,1966
Yer _VERB_,3365
Yuen ,,3368
You paid_VERB,2243
Yu_NOUN Wu_NOUN,1161
Yet who,1694
Yun Family_NOUN,4647
Yule_NOUN -,1145
You_PRON pay_VERB,4532
You_PRON received_VERB,1566
Your sister,16819
Yours_PRON sincerely_ADV,4091
You_PRON want_VERB,228782
Yellowstone_NOUN _PRT_,1693
You crazy_ADJ,1292
Ypres_NOUN ,,2906
Yun nodded,1878
Youth League_NOUN,3068
Your Voice_NOUN,1342
Yu_NOUN Wan_NOUN,1615
York_NOUN or,7187
Yuanshan _VERB_,2954
Yours is_VERB,5765
Your mother_NOUN,50833
Yong ,,10596
Yellow _ADP_,1177
Yun asked_VERB,1940
Youngest_ADJ _NOUN_,1768
You_PRON press_VERB,1372
Young _ADP_,10399
Yue Ying,8854
You_PRON like_ADP,23244
Yu Yan_NOUN,2779
Yuma ,,1418
You_PRON slept,2817
You_PRON surely,3925
Your_PRON eye_NOUN,1302
Yugoslav_NOUN _ADJ_,2300
Yes_X _X_,21748
Your_PRON letters_NOUN,1287
You suspect,1750
Yue_NOUN Xiu_NOUN,1107
You decide_VERB,7384
Your_PRON name_NOUN,19634
York Hospital_NOUN,1021
Yiddish _NOUN_,18435
York state,5092
Yinger ,_.,1248
Your loving,3548
Yucca Mountain,1514
Your people_NOUN,7922
You seriously,1808
Years (,8507
You provide_VERB,1171
Yet today_NOUN,1489
Yu_NOUN Chen,8686
Young Lady,2595
Yes I,14930
Your point,1550
You dropped_VERB,1422
Yun_NOUN thought_VERB,1178
You Ran_VERB,4159
Yellow_NOUN ,_.,4458
Yet_ADV to_PRT,9072
You_PRON must've_VERB,1997
Yet is,2213
You idiot,3281
Yuan Chen,1158
You said_VERB,129952
Yellowstone_NOUN and,1157
Ying_NOUN said,5335
You did_VERB,259984
Young_ADJ Master_NOUN,28334
Yeh_NOUN ,,5199
You_PRON draw,1388
You lift,1631
Yule _NOUN_,3125
Your friends,7303
Your_PRON love_NOUN,8763
Your kind_NOUN,1923
Your Test_NOUN,1495
York_NOUN Public,11350
Yin _NOUN_,126850
Ying_NOUN Ying_NOUN,4645
Yun_NOUN Meng_NOUN,1069
Yolk _NOUN_,1401
York had,6468
Ying_NOUN -_.,1976
You_PRON trying_VERB,1827
Young_ADJ Persons,1386
Yin_NOUN _._,40804
You_PRON suddenly_ADV,1186
Yuma_NOUN _NOUN_,1469
Yosemite _NOUN_,12810
Yvon_NOUN _NOUN_,1448
You scared,8050
You_PRON reckon_VERB,1935
You smile_VERB,3584
Yet both_DET,3161
You once_ADV,2983
Yes my,1287
Yusoff_NOUN _._,1087
Yu with_ADP,3644
Yi Xiao,1559
Young Children_NOUN,10151
Yun laughed_VERB,2139
You_PRON still_ADV,53169
You_PRON created,2450
Your humble_ADJ,1283
Yuen _._,4638
You grew,2250
Your Personal,1757
Yifan 's_PRT,1438
York Daily_NOUN,7626
Yet my_PRON,3698
Yuxi _VERB_,3736
Yearning _ADP_,1341
Yi _PRT_,44116
Yeast_NOUN _VERB_,2082
Yue did_VERB,4251
You_PRON realize,8350
Yellowstone_NOUN National_NOUN,8091
You wicked,1103
You not,4672
Your_PRON question_NOUN,1371
York_ADJ :_.,4541
You_PRON admit_VERB,1909
You_PRON an,1421
You_PRON handled,1103
Your_PRON brothers,2033
Yes_X ma'am,3483
York ?_.,10998
You_PRON caused,1060
Your Excellency_NOUN,9462
Yu_NOUN finally_ADV,1373
YouTube has,1150
Yes ._.,686210
Yugoslavia_NOUN _NOUN_,3264
You_PRON notice_VERB,3829
You_PRON Learned_VERB,1099
Yoda _VERB_,1039
You_PRON decided,1831
Young_ADJ Persons_NOUN,1386
Yet within,1926
You_PRON folks,1323
Your_PRON company,3484
Yours _._,20740
Yu_NOUN ,,117536
Your business_NOUN,3541
Yet_ADV none,2353
Yun was,15061
Youth_NOUN Culture_NOUN,1602
Young_NOUN Turks_NOUN,3895
Yin (,2500
Yi laughed,3459
Yichen _._,6938
You truly,3670
Yourself and_CONJ,1474
Your_PRON honor,2330
Yu_NOUN smiled_VERB,3654
Your physical,1033
Yoon et_NOUN,1761
Your_PRON house,4340
Yuriy _NOUN_,1586
Young_NOUN Deer,1571
York ],1840
Your child,8430
You coming_VERB,4807
Yoshioka ,,1398
Yet_ADV _ADV_,128322
Yield _PRT_,1303
Youth_NOUN with,1562
Yunfei _VERB_,10044
You_PRON married_VERB,2422
Your experience_NOUN,1313
Yunnan province_NOUN,1208
You_PRON were,329344
Yi_NOUN Nian,4935
Yielding _PRT_,1318
Yu_NOUN wanted_VERB,1754
YorN_NOUN ,_.,2515
You touch,1452
Young _X_,1271
Yifei_NOUN _PRT_,1717
Yun_NOUN .,11890
YouTube _ADP_,7482
Yu_NOUN opened_VERB,1088
Yue !,1203
Yoshida et,1526
Yingjie_NOUN .,1550
Yet each_DET,2415
Young_ADJ men_NOUN,8149
Yellow_NOUN _._,11284
Years Old_NOUN,1736
Your feelings_NOUN,1659
Yeoville _NOUN_,1285
Your Mother,1944
You_PRON either,4774
Yeltsin_NOUN _CONJ_,1443
Your feet_NOUN,2645
Yes_X _ADJ_,2810
Yesterday ,_.,25163
You there_ADV,3637
Ylva _VERB_,1546
You_PRON gently,1074
Yi_NOUN Ran_VERB,1923
Yiwei_NOUN _VERB_,1305
York would,2275
You the,4619
Yu raised_VERB,1947
Yet again,7411
Yugoslav_NOUN _._,1464
You surprise_VERB,1848
Years Study_NOUN,4825
Yule_NOUN _._,6894
Yogi_NOUN ,,1663
Yu_NOUN smiled,3654
You_PRON answer_VERB,1696
Yo_NOUN _PRT_,1434
You poor,5600
Yi_NOUN ._.,16550
Yuehan_NOUN _PRT_,1227
Yorke ,_.,4450
Your Trip_NOUN,1149
Yugoslavia_NOUN was_VERB,2046
You_PRON underestimate_VERB,1054
Yi_NOUN ',4767
You barely,2222
Young to_PRT,2322
Yun_NOUN Qian,1904
Yunhe_NOUN _VERB_,2157
Yet_ADV within_ADP,1794
You_PRON seen,1671
Yerevan _._,2134
Young_NOUN has,1093
Yunfei_NOUN ._.,1209
Your teacher,1542
Young_NOUN ._.,14087
Yemen and_CONJ,3790
You being,2323
Youth '_.,1022
Yun'er _VERB_,1780
Yin_NOUN Su_NOUN,2120
You see,226090
Yet my,3699
Yourself_PRON _NUM_,1557
Yet_ADV through,1283
Yuma ,_.,1414
Your_PRON fingers_NOUN,2203
Yeshua_NOUN ,_.,2231
Yi_NOUN Chen,21756
You_PRON answer,1699
Yelp ,,1026
You_PRON changed,2226
Yucatan .,1349
Yorkshire _VERB_,3272
Yvonne ,,4448
You opened_VERB,1529
Yet more,3170
Yemen_NOUN in,1394
Years_NOUN _PRT_,26686
Yiddish _._,10814
Years before,3650
You_PRON mean,139738
Your_PRON attention,1217
Your_PRON kind,1923
You_PRON trust_VERB,3311
You accept,1352
Yu_NOUN .,39380
You_PRON learn_VERB,6839
Yourself _NUM_,1584
You_PRON die_VERB,1090
Your Royal,3168
You break,1542
YouTube_NOUN videos_NOUN,3100
Yunyi_NOUN _VERB_,3069
Yield_NOUN :,8049
Your sins,1349
You fall,1430
Years_NOUN _NOUN_,95449
Yellowstone_NOUN Park,1810
Yifan was,1129
You appear_VERB,3514
You may_VERB,368650
York Magazine,2347
You_PRON wait,7242
You planned_VERB,1240
Yuan could_VERB,2189
Yun Family,4647
York Historical,2718
Yet the_DET,147924
You_PRON received,1566
Young_NOUN -,1542
Yi_NOUN knew,1386
Yi_NOUN saw_VERB,1689
You_PRON worry_VERB,3043
Yeshua_NOUN .,1320
Your_PRON success,1226
York_NOUN _ADP_,104432
You_PRON refuse_VERB,2016
You needed,5579
Yichen_NOUN and_CONJ,1178
Yucatan_NOUN .,1349
Your_PRON power,2747
Yingjie ,_.,2188
Young ;_.,1101
Yu --,2118
Your Uncle,1341
York_NOUN Age_NOUN,1686
Yugoslavia _ADV_,1595
Yessir ,_.,1557
You bunch,1020
York is_VERB,9148
Yorker_NOUN _CONJ_,1267
York and_CONJ,94603
Yushi _._,1334
Yield _ADP_,3529
York_NOUN a_DET,2411
York_ADJ --,7282
Yue_NOUN Feng,1139
Your arms,2051
You had,98363
Your_PRON old_ADJ,3849
You told,40788
Yin He_PRON,1298
Your_PRON poor,1992
Yeyu_NOUN _VERB_,2015
Yurii_NOUN _NOUN_,1000
You_PRON slept_VERB,2817
Yue ?_.,1664
Yong and,2837
You_PRON choose,4410
Yu Chen_NOUN,8684
Your other_ADJ,1830
Yemen_NOUN _PRT_,3709
You_PRON laughed,1125
Your_PRON Response,4231
Your_PRON Son,1911
Yes there_DET,1151
Yet_ADV on,4429
You slide,1169
You_PRON hungry_ADJ,2704
Yun_NOUN in_ADP,1180
Your_PRON Customer_NOUN,1002
Young_NOUN of,1011
Yong_NOUN had,1233
Yuan_NOUN Sword,1502
Yi_NOUN thought_VERB,1427
Yeats_NOUN ',1366
Yet_ADV its,2368
You imagine,1622
Yosef _VERB_,2087
Yi_NOUN knew_VERB,1386
Your boss,3588
You_PRON kissed,1964
Yes_ADV we,2608
Your attention,1217
Yes_ADV but_CONJ,1191
York from_ADP,3765
Yellow _NUM_,2232
Your character_NOUN,1187
Yellow_ADJ _NOUN_,34878
Yoshitsuné_NOUN _VERB_,1016
Yucatan Peninsula_NOUN,1239
YouTube is_VERB,2177
Yields_NOUN _VERB_,1160
Yep !,2272
You_PRON ready,14484
Yuan would,1853
York_NOUN _DET_,12846
Yet_ADV as,16360
Your_PRON entire,1352
You_PRON guess_VERB,1349
You lie,5945
Yin Sect_NOUN,1058
Yun _NOUN_,214292
Yu Xin_NOUN,11246
Yogurt_NOUN _NOUN_,3739
Yellow_NOUN Book,2053
Yearly _NOUN_,5715
You_PRON add,1111
Yu_NOUN still,1705
Yılmaz_NOUN ,_.,1119
Yuan_NOUN Dan_NOUN,3355
Yikes ,,1316
Young_ADJ girl_NOUN,1247
Ypres .,1554
Yeats ',1366
You trying_VERB,1827
Your_PRON true,1532
You_PRON spoke_VERB,5590
You_PRON remind,4249
Yixuan_NOUN was,1679
Your_PRON inner,1355
Young_NOUN Master_NOUN,90695
Yuan to_PRT,2661
Yes_ADV I_PRON,3256
Yildirim_NOUN ,,1137
You followed_VERB,2224
Yue_NOUN also,1272
Your_PRON inner_ADJ,1288
Yet_CONJ we,21502
You awake,1133
Yuxu_NOUN _NOUN_,1648
Your Holiness_NOUN,2022
You have_VERB,971959
Yisrael_NOUN _NOUN_,1797
Yuan _NOUN_,145915
You wanted_VERB,22880
